swappable_index,source_index,unit_id,land_use,block_id
0,0,511011208012,farmland,2435
1,2,511011208011,forest,2426
2,3,511011211008,farmland,2772
3,5,511011208012,forest,2436
4,6,511011211008,forest,2773
5,7,511011211008,forest,2773
6,8,511011211008,farmland,2773
7,9,511011211008,farmland,2775
8,10,511011211008,farmland,2772
9,11,511011208012,forest,2436
10,13,511011211008,farmland,2772
11,16,511011211008,farmland,2772
12,18,511011211008,farmland,2771
13,20,511011211008,forest,2771
14,21,511011211008,forest,2771
15,22,511011211008,forest,2771
16,24,511011208012,farmland,2436
17,29,511011211008,farmland,2771
18,30,511011211008,farmland,2772
19,31,511011211008,farmland,2771
20,34,511011211008,farmland,2771
21,35,511011208012,forest,2436
22,36,511011208012,forest,2436
23,37,511011211008,forest,2774
24,38,511011208011,forest,2427
25,39,511011208012,farmland,2436
26,40,511011208011,forest,2428
27,45,511011211008,forest,2774
28,47,511011211008,farmland,2773
29,48,511011208011,forest,2426
30,49,511011208012,farmland,2434
31,50,511011211008,forest,2772
32,54,511011211008,farmland,2773
33,55,511011211008,forest,2771
34,56,511011208012,farmland,2435
35,57,511011211008,farmland,2774
36,59,511011208012,forest,2436
37,61,511011208011,forest,2427
38,62,511011208012,farmland,2436
39,63,511011208012,farmland,2436
40,64,511011208012,farmland,2436
41,65,511011211008,farmland,2774
42,66,511011211009,forest,2779
43,70,511011211008,farmland,2775
44,71,511011208012,farmland,2435
45,72,511011211009,forest,2779
46,73,511011208012,forest,2435
47,74,511011208012,forest,2436
48,79,511011208011,farmland,2427
49,80,511011208012,forest,2436
50,86,511011208011,forest,2428
51,89,511011208011,forest,2426
52,90,511011208012,forest,2435
53,92,511011211008,forest,2773
54,93,511011208013,forest,2441
55,94,511011208012,forest,2436
56,95,511011208012,farmland,2436
57,96,511011208013,forest,2442
58,97,511011208012,farmland,2434
59,100,511011208012,forest,2436
60,104,511011208012,farmland,2435
61,107,511011208011,farmland,2429
62,109,511011208012,forest,2434
63,110,511011208011,forest,2429
64,111,511011208011,farmland,2428
65,114,511011208011,forest,2427
66,115,511011211008,forest,2772
67,116,511011211008,forest,2774
68,118,511011208011,forest,2426
69,120,511011208011,forest,2426
70,121,511011211008,forest,2771
71,122,511011211008,farmland,2773
72,123,511011208012,forest,2436
73,128,511011208012,farmland,2434
74,129,511011208011,forest,2427
75,131,511011211008,forest,2773
76,133,511011208011,farmland,2426
77,134,511011208011,forest,2430
78,137,511011211008,farmland,2772
79,139,511011208011,farmland,2428
80,140,511011211008,farmland,2773
81,141,511011208013,forest,2441
82,143,511011208013,forest,2440
83,144,511011208012,forest,2436
84,145,511011211009,farmland,2779
85,146,511011211008,farmland,2772
86,148,511011211008,farmland,2774
87,151,511011211008,farmland,2773
88,153,511011208011,forest,2426
89,155,511011208012,forest,-1
90,156,511011208012,forest,2435
91,157,511011211008,forest,2772
92,159,511011208011,farmland,2428
93,162,511011208013,forest,2440
94,163,511011211008,forest,2775
95,165,511011211009,forest,2779
96,167,511011208012,farmland,2432
97,171,511011208013,forest,2442
98,172,511011208012,forest,2435
99,174,511011208012,farmland,2435
100,175,511011208012,forest,2434
101,177,511011208011,forest,2427
102,178,511011208012,farmland,2434
103,180,511011211008,forest,2774
104,182,511011208012,farmland,2432
105,184,511011208011,farmland,2426
106,189,511011208011,forest,2426
107,190,511011208012,farmland,2434
108,191,511011208013,forest,2443
109,192,511011208005,forest,2374
110,199,511011211008,farmland,2775
111,202,511011211008,farmland,2777
112,205,511011211008,farmland,2774
113,207,511011211008,farmland,2775
114,209,511011208014,farmland,2447
115,210,511011208016,forest,2466
116,213,511011211007,farmland,2764
117,214,511011208005,forest,2371
118,216,511011211007,farmland,2765
119,218,511011211007,farmland,2764
120,219,511011206005,forest,2106
121,221,511011211007,forest,2760
122,222,511011208010,forest,2419
123,223,511011208010,forest,2419
124,224,511011206005,forest,2105
125,225,511011211009,forest,2785
126,229,511011208011,farmland,2429
127,232,511011208011,farmland,2429
128,233,511011208010,farmland,2420
129,235,511011211009,farmland,2784
130,236,511011208013,farmland,2439
131,240,511011208014,forest,2450
132,241,511011211009,farmland,2785
133,245,511011208014,forest,2451
134,247,511011211007,forest,2760
135,249,511011208005,farmland,2372
136,250,511011208002,forest,2341
137,251,511011206015,forest,2189
138,252,511011206010,farmland,2144
139,257,511011208014,forest,2448
140,259,511011206011,farmland,2157
141,260,511011208016,forest,2466
142,264,511011208016,forest,2468
143,266,511011208014,farmland,2450
144,267,511011208009,forest,2418
145,270,511011208016,farmland,2472
146,271,511011208014,forest,2450
147,272,511011208013,forest,2440
148,274,511011208011,forest,2429
149,275,511011208011,forest,2430
150,277,511011208012,forest,2433
151,278,511011211008,forest,2771
152,279,511011208011,farmland,2429
153,281,511011208013,forest,2440
154,285,511011211009,forest,2779
155,287,511011211008,farmland,2774
156,288,511011208011,forest,2426
157,289,511011208013,forest,2441
158,290,511011211009,forest,2779
159,291,511011211008,forest,2772
160,292,511011208011,forest,2428
161,294,511011208012,farmland,2433
162,295,511011208012,farmland,2436
163,297,511011208011,farmland,2427
164,301,511011208011,forest,2426
165,302,511011208013,forest,2441
166,304,511011208012,farmland,2437
167,306,511011211008,forest,2773
168,310,511011211008,farmland,2774
169,311,511011211008,forest,2773
170,313,511011208012,forest,2436
171,315,511011208011,farmland,2427
172,316,511011208011,farmland,2426
173,318,511011208012,farmland,2435
174,319,511011211008,forest,2775
175,320,511011208011,forest,2427
176,324,511011208011,forest,2426
177,325,511011208012,farmland,-1
178,328,511011211008,farmland,2771
179,329,511011211008,farmland,2771
180,330,511011208013,forest,2440
181,331,511011211008,forest,2775
182,332,511011208012,farmland,2437
183,333,511011208013,forest,2442
184,334,511011208012,farmland,2437
185,335,511011211008,forest,2773
186,337,511011208012,forest,2434
187,339,511011211008,forest,2774
188,340,511011208011,farmland,2426
189,342,511011208011,forest,2431
190,343,511011208011,forest,2426
191,345,511011208012,farmland,2435
192,346,511011211008,forest,2775
193,348,511011208011,forest,2428
194,349,511011211008,forest,2774
195,351,511011211008,farmland,2775
196,352,511011208013,forest,2440
197,353,511011208012,forest,2433
198,356,511011211009,farmland,2779
199,359,511011211008,forest,2773
200,360,511011208012,farmland,-1
201,362,511011208011,forest,2431
202,363,511011208012,forest,2435
203,364,511011208011,farmland,2426
204,366,511011208012,farmland,2436
205,367,511011208011,forest,2426
206,368,511011211008,farmland,2775
207,369,511011211009,forest,2779
208,370,511011208012,farmland,2436
209,371,511011211008,forest,2776
210,375,511011208012,farmland,2436
211,381,511011208012,forest,2437
212,382,511011208012,farmland,2437
213,383,511011211008,farmland,2774
214,384,511011211008,farmland,2773
215,389,511011208012,forest,2436
216,390,511011208012,farmland,2436
217,393,511011208013,forest,2440
218,396,511011208011,farmland,2426
219,397,511011208013,farmland,2441
220,400,511011211009,forest,2780
221,401,511011211008,forest,2776
222,403,511011208011,farmland,2427
223,404,511011208013,forest,2441
224,405,511011208012,forest,2436
225,406,511011208011,forest,2427
226,407,511011208012,farmland,2436
227,410,511011208012,farmland,2436
228,411,511011208012,farmland,2433
229,418,511011208012,forest,2437
230,420,511011208013,forest,2439
231,422,511011211009,farmland,2780
232,423,511011211008,farmland,2773
233,424,511011208011,forest,2428
234,427,511011208012,farmland,2432
235,428,511011211008,farmland,2773
236,431,511011208012,farmland,2437
237,432,511011208011,forest,2430
238,435,511011211008,forest,2771
239,439,511011211008,farmland,2771
240,443,511011211008,farmland,2775
241,444,511011211008,farmland,2774
242,446,511011211008,farmland,2776
243,450,511011208011,forest,2428
244,452,511011208012,forest,2434
245,453,511011208012,farmland,2434
246,455,511011211008,forest,2772
247,456,511011211009,forest,2779
248,460,511011208012,farmland,-1
249,462,511011208013,farmland,-1
250,464,511011208012,farmland,2432
251,466,511011208012,farmland,2436
252,468,511011208012,farmland,2435
253,469,511011208011,forest,2426
254,470,511011208011,forest,2426
255,471,511011211008,farmland,2773
256,474,511011208013,farmland,2440
257,476,511011211008,forest,2775
258,479,511011211008,forest,2774
259,480,511011211009,forest,2779
260,481,511011208011,farmland,2426
261,482,511011211008,forest,2774
262,487,511011208005,forest,2373
263,488,511011206005,farmland,2108
264,489,511011208012,farmland,2434
265,492,511011211008,farmland,2775
266,493,511011211008,forest,2775
267,494,511011208011,forest,2430
268,495,511011211008,farmland,2777
269,496,511011208005,forest,2372
270,497,511011208011,forest,2430
271,499,511011208011,farmland,2428
272,500,511011211009,forest,2781
273,501,511011208013,forest,2441
274,502,511011208010,forest,2422
275,506,511011208005,farmland,2372
276,508,511011211007,forest,2761
277,511,511011208013,forest,2444
278,513,511011211009,farmland,2781
279,514,511011208005,farmland,2374
280,515,511011206015,farmland,2186
281,516,511011208010,farmland,2424
282,519,511011211008,forest,2777
283,522,511011206005,farmland,2109
284,523,511011208010,forest,2423
285,525,511011206005,farmland,2105
286,526,511011211007,forest,2764
287,527,511011211008,forest,2777
288,528,511011208002,forest,2343
289,529,511011211009,farmland,2785
290,530,511011211009,farmland,2783
291,534,511011208010,farmland,2420
292,535,511011208005,farmland,2377
293,536,511011211007,forest,2765
294,537,511011208005,forest,2377
295,538,511011208002,forest,2345
296,540,511011206011,forest,2156
297,541,511011208002,forest,2341
298,544,511011208016,forest,2474
299,550,511011208005,farmland,2378
300,551,511011206010,farmland,2144
301,552,511011208005,forest,2374
302,553,511011208010,farmland,2424
303,554,511011208010,forest,2420
304,555,511011206010,farmland,2144
305,556,511011208016,farmland,2477
306,558,511011208008,forest,2403
307,559,511011206011,farmland,-1
308,560,511011208014,farmland,2450
309,561,511011208016,forest,2466
310,564,511011208016,farmland,2472
311,569,511011206010,forest,2145
312,570,511011208014,forest,2450
313,572,511011211002,forest,2701
314,573,511011208016,farmland,2468
315,575,511011208016,forest,2476
316,579,511011206005,farmland,2109
317,580,511011206011,farmland,2156
318,581,511011206010,farmland,2144
319,582,511011208016,farmland,2469
320,583,511011206011,farmland,2155
321,584,511011206007,farmland,2122
322,586,511011208004,forest,2359
323,587,511011208013,farmland,2443
324,589,511011208013,farmland,2442
325,593,511011211009,forest,2779
326,594,511011211009,forest,2779
327,596,511011208011,forest,2426
328,600,511011208013,farmland,2443
329,602,511011208011,forest,2428
330,606,511011211008,forest,2776
331,608,511011208012,forest,2436
332,609,511011211009,forest,2781
333,610,511011208011,farmland,2430
334,614,511011211008,forest,2775
335,615,511011208011,farmland,2430
336,616,511011208011,forest,2429
337,618,511011208012,forest,2432
338,619,511011208011,forest,2427
339,621,511011211008,farmland,2774
340,624,511011208012,forest,2434
341,626,511011211008,farmland,2776
342,628,511011208012,farmland,2434
343,634,511011208011,forest,2429
344,638,511011211008,farmland,2773
345,639,511011208013,farmland,2442
346,640,511011208013,forest,2439
347,644,511011211008,farmland,2773
348,646,511011208011,forest,2429
349,648,511011208013,farmland,2443
350,649,511011208011,farmland,2426
351,650,511011208012,farmland,2432
352,653,511011211009,forest,2779
353,654,511011208011,forest,2427
354,656,511011211009,farmland,2783
355,657,511011211009,forest,2783
356,658,511011211008,forest,2772
357,660,511011211008,farmland,2775
358,662,511011208013,farmland,2445
359,663,511011211009,farmland,2779
360,669,511011208013,farmland,2441
361,673,511011208013,forest,2443
362,674,511011208011,forest,2428
363,675,511011211009,forest,2784
364,676,511011208013,forest,2445
365,677,511011208011,forest,2430
366,678,511011208012,forest,2433
367,679,511011208012,farmland,2433
368,682,511011211008,farmland,2774
369,684,511011208012,forest,2435
370,689,511011211009,farmland,2781
371,690,511011208013,forest,2441
372,691,511011211009,forest,2780
373,692,511011208013,forest,2441
374,694,511011208013,forest,2439
375,696,511011211008,farmland,2776
376,697,511011208012,farmland,2435
377,698,511011208011,forest,2428
378,699,511011211009,forest,2782
379,704,511011211009,forest,2787
380,705,511011208011,forest,2430
381,706,511011208013,forest,2438
382,707,511011211009,forest,2779
383,708,511011211008,farmland,2776
384,710,511011208012,farmland,2433
385,712,511011208012,farmland,2435
386,713,511011206005,farmland,2109
387,715,511011208011,forest,2429
388,719,511011211009,forest,2779
389,721,511011211008,farmland,2774
390,722,511011211008,farmland,2774
391,723,511011208013,forest,2439
392,726,511011211009,farmland,2784
393,727,511011206005,farmland,2111
394,732,511011208012,forest,2435
395,733,511011211009,farmland,2782
396,740,511011208013,forest,2441
397,742,511011208013,farmland,2445
398,743,511011211008,farmland,2775
399,745,511011211009,forest,2787
400,746,511011211008,forest,2775
401,748,511011208011,forest,2430
402,753,511011211009,forest,2782
403,757,511011211009,forest,2783
404,758,511011211009,farmland,2784
405,759,511011211008,farmland,2774
406,762,511011208013,forest,2445
407,764,511011206005,farmland,2110
408,766,511011208013,forest,2439
409,770,511011211009,farmland,2782
410,771,511011208011,farmland,2426
411,772,511011208013,forest,2438
412,776,511011208011,forest,2430
413,777,511011208005,forest,2374
414,778,511011208005,farmland,2375
415,779,511011211008,forest,2775
416,780,511011208013,farmland,2438
417,781,511011208011,farmland,2431
418,783,511011211009,farmland,2783
419,784,511011206005,farmland,2110
420,787,511011211008,farmland,2777
421,788,511011208005,forest,2373
422,794,511011208012,farmland,2435
423,796,511011208011,forest,2429
424,798,511011208005,forest,2373
425,799,511011208005,farmland,2373
426,800,511011208012,forest,2435
427,801,511011208011,forest,2426
428,802,511011211008,forest,2773
429,803,511011208011,forest,2431
430,805,511011208013,forest,2440
431,806,511011208013,forest,2440
432,807,511011208011,farmland,2430
433,808,511011208012,forest,2434
434,809,511011211008,farmland,2774
435,810,511011208013,forest,2441
436,812,511011208005,forest,2374
437,813,511011208013,farmland,2442
438,814,511011208013,forest,2443
439,815,511011208011,farmland,2428
440,817,511011211009,forest,2781
441,819,511011208011,farmland,2427
442,822,511011211009,forest,2782
443,825,511011208013,forest,2443
444,826,511011208011,farmland,2427
445,828,511011208011,farmland,2426
446,829,511011208012,farmland,2435
447,832,511011208012,farmland,2434
448,834,511011211009,farmland,2781
449,837,511011206005,farmland,2110
450,838,511011208013,farmland,2445
451,841,511011208013,forest,2438
452,842,511011208013,forest,2438
453,844,511011211009,forest,2784
454,845,511011208013,forest,2438
455,846,511011208011,forest,2427
456,847,511011211009,farmland,2783
457,849,511011208011,forest,2429
458,852,511011208005,farmland,2374
459,853,511011208005,farmland,2374
460,854,511011206005,forest,2111
461,855,511011208005,forest,2373
462,856,511011208013,forest,2438
463,857,511011208005,forest,2375
464,858,511011211008,farmland,2775
465,861,511011208012,forest,2432
466,865,511011208013,farmland,2443
467,866,511011208013,farmland,2441
468,872,511011208012,farmland,2435
469,873,511011206005,forest,2110
470,874,511011208011,farmland,2431
471,875,511011208012,farmland,2432
472,876,511011208013,forest,2443
473,878,511011211009,farmland,2782
474,881,511011211009,farmland,2783
475,882,511011208005,farmland,2374
476,884,511011208011,forest,2426
477,885,511011208013,forest,2440
478,888,511011208012,forest,2433
479,891,511011208013,forest,2443
480,893,511011208005,forest,2371
481,894,511011208013,forest,2438
482,895,511011206005,farmland,2107
483,896,511011211008,forest,2776
484,899,511011206005,farmland,2107
485,900,511011206005,farmland,2110
486,903,511011208013,farmland,2446
487,906,511011208010,farmland,2420
488,907,511011206005,farmland,2106
489,908,511011211009,farmland,2783
490,910,511011208002,forest,2347
491,911,511011208012,farmland,2433
492,912,511011211009,farmland,2783
493,914,511011208010,farmland,2421
494,915,511011208012,farmland,2434
495,920,511011211008,farmland,2775
496,921,511011208005,farmland,2371
497,922,511011208013,farmland,2442
498,927,511011211008,farmland,2773
499,928,511011211008,farmland,2775
500,932,511011208012,forest,2434
501,934,511011206005,farmland,2106
502,935,511011206005,farmland,2105
503,939,511011208010,farmland,2421
504,940,511011208013,forest,2439
505,942,511011211008,farmland,2774
506,943,511011208013,forest,2438
507,945,511011208012,farmland,2434
508,946,511011208002,forest,2344
509,947,511011211008,farmland,2776
510,951,511011208002,forest,2344
511,952,511011208013,farmland,2439
512,954,511011208005,farmland,2373
513,955,511011208002,forest,2345
514,957,511011208013,farmland,2439
515,958,511011208010,farmland,2420
516,959,511011208005,farmland,2371
517,960,511011208010,forest,2421
518,961,511011206005,farmland,2108
519,963,511011208012,farmland,2432
520,965,511011208013,forest,2441
521,968,511011211008,farmland,2777
522,969,511011208010,farmland,2422
523,972,511011208005,forest,2375
524,973,511011208010,forest,2422
525,974,511011208005,forest,2379
526,978,511011208011,forest,2431
527,980,511011208013,forest,2446
528,983,511011208005,farmland,2375
529,985,511011208012,forest,2433
530,990,511011206005,forest,2109
531,992,511011211009,farmland,2782
532,994,511011211009,farmland,2779
533,995,511011208013,forest,2439
534,998,511011206005,forest,2107
535,999,511011208013,farmland,2446
536,1001,511011208005,forest,2373
537,1003,511011208013,farmland,2443
538,1005,511011211008,farmland,2776
539,1006,511011211008,farmland,2776
540,1009,511011206005,forest,2110
541,1010,511011211009,forest,2782
542,1013,511011211009,forest,2780
543,1015,511011211008,forest,2777
544,1016,511011208012,farmland,2432
545,1017,511011208013,farmland,2446
546,1018,511011208013,forest,2441
547,1019,511011211007,forest,2761
548,1020,511011208010,forest,2420
549,1021,511011208010,farmland,2419
550,1023,511011208012,forest,2434
551,1024,511011211008,forest,2776
552,1026,511011208002,forest,2345
553,1027,511011208013,forest,2442
554,1028,511011206005,farmland,2110
555,1030,511011208010,farmland,2422
556,1032,511011208013,farmland,2441
557,1033,511011211008,farmland,2778
558,1034,511011206005,forest,2105
559,1035,511011211008,farmland,2774
560,1038,511011211009,farmland,2782
561,1040,511011208005,forest,2374
562,1042,511011208005,farmland,2373
563,1043,511011211008,farmland,2775
564,1047,511011211008,forest,2777
565,1049,511011206005,farmland,2108
566,1051,511011206005,farmland,2106
567,1052,511011206005,farmland,2108
568,1054,511011208010,farmland,2421
569,1055,511011208011,farmland,2430
570,1056,511011208011,forest,2430
571,1060,511011211008,forest,2773
572,1062,511011208005,farmland,2375
573,1063,511011208005,forest,2375
574,1064,511011208013,forest,2441
575,1066,511011208005,farmland,2373
576,1068,511011208013,farmland,2441
577,1071,511011208002,forest,2345
578,1073,511011208002,forest,2346
579,1074,511011208005,forest,2379
580,1080,511011206005,forest,2109
581,1082,511011208012,farmland,2434
582,1083,511011211008,forest,2774
583,1085,511011208013,farmland,2443
584,1087,511011206005,farmland,2108
585,1088,511011208005,forest,2375
586,1089,511011208012,forest,2434
587,1090,511011208011,farmland,2428
588,1091,511011208011,farmland,2428
589,1093,511011206005,forest,2106
590,1094,511011208011,forest,2427
591,1095,511011208012,farmland,2432
592,1098,511011208013,forest,2438
593,1099,511011208011,forest,2430
594,1100,511011208013,forest,2438
595,1102,511011208013,farmland,2442
596,1103,511011208005,farmland,2371
597,1106,511011206005,forest,2108
598,1108,511011208011,farmland,2429
599,1112,511011206005,farmland,2109
600,1115,511011208002,forest,2346
601,1116,511011208005,forest,2375
602,1119,511011208013,forest,2438
603,1121,511011208005,farmland,2373
604,1123,511011211009,forest,2783
605,1125,511011208005,farmland,2371
606,1128,511011206005,farmland,2105
607,1129,511011208011,forest,2427
608,1130,511011208012,farmland,2432
609,1131,511011206005,farmland,2106
610,1132,511011208013,farmland,2442
611,1134,511011208010,forest,2422
612,1135,511011211008,farmland,2777
613,1136,511011206005,forest,2104
614,1137,511011208005,forest,2375
615,1140,511011208010,farmland,2420
616,1141,511011208012,forest,2432
617,1142,511011211008,farmland,2774
618,1143,511011211009,forest,2781
619,1144,511011208012,forest,2434
620,1145,511011208011,farmland,2428
621,1149,511011211009,forest,2783
622,1150,511011208013,forest,2440
623,1151,511011206005,farmland,2109
624,1152,511011208002,forest,2345
625,1155,511011208010,forest,2419
626,1156,511011208010,farmland,2419
627,1159,511011208005,forest,2372
628,1160,511011208005,forest,2372
629,1161,511011208013,forest,2440
630,1165,511011208010,forest,2419
631,1168,511011208013,farmland,2441
632,1170,511011208002,forest,2344
633,1171,511011208013,forest,2441
634,1172,511011208012,farmland,2433
635,1173,511011211008,farmland,2775
636,1174,511011206005,farmland,2108
637,1177,511011211008,forest,2776
638,1179,511011206005,farmland,2108
639,1180,511011208005,forest,2371
640,1181,511011206005,farmland,2105
641,1182,511011208005,forest,2375
642,1183,511011206005,farmland,2110
643,1184,511011208012,forest,2432
644,1185,511011208011,forest,2429
645,1187,511011211008,forest,2777
646,1188,511011208011,forest,2427
647,1189,511011208013,farmland,2442
648,1192,511011211008,farmland,2777
649,1193,511011206005,farmland,2106
650,1195,511011206005,forest,2108
651,1196,511011211007,forest,2763
652,1198,511011208010,farmland,2420
653,1199,511011208010,farmland,2420
654,1202,511011211008,forest,2773
655,1204,511011206005,farmland,2110
656,1206,511011208010,farmland,2421
657,1207,511011211008,forest,2777
658,1208,511011206005,farmland,2106
659,1209,511011208012,farmland,2434
660,1210,511011208002,forest,2345
661,1211,511011208002,forest,-1
662,1212,511011208005,forest,2371
663,1214,511011208010,farmland,2419
664,1217,511011208012,farmland,2432
665,1218,511011211008,forest,2776
666,1220,511011211008,farmland,2778
667,1221,511011208010,farmland,2421
668,1224,511011206005,farmland,2104
669,1225,511011208012,forest,2433
670,1226,511011211009,forest,2780
671,1227,511011208010,farmland,2419
672,1231,511011211008,farmland,2778
673,1232,511011211008,farmland,2777
674,1235,511011206005,farmland,2106
675,1236,511011208013,forest,2443
676,1237,511011211008,forest,2778
677,1241,511011208011,forest,2430
678,1242,511011208013,farmland,2438
679,1244,511011211008,forest,2773
680,1245,511011211008,forest,2776
681,1246,511011206005,forest,2108
682,1250,511011211008,forest,2777
683,1251,511011208013,forest,2446
684,1254,511011211008,forest,2776
685,1255,511011208002,forest,2344
686,1256,511011208010,forest,2420
687,1258,511011208011,forest,2426
688,1259,511011208010,forest,2421
689,1260,511011208011,farmland,2427
690,1261,511011208005,farmland,2373
691,1263,511011208013,forest,2440
692,1264,511011208013,forest,2438
693,1265,511011208005,farmland,2373
694,1267,511011211008,farmland,2776
695,1271,511011208012,forest,2434
696,1274,511011208011,farmland,2428
697,1278,511011208013,forest,2443
698,1280,511011208011,forest,2428
699,1282,511011211009,forest,2782
700,1285,511011206005,forest,2110
701,1286,511011208010,forest,2421
702,1289,511011208013,farmland,2443
703,1290,511011208011,forest,2428
704,1292,511011206005,forest,2109
705,1293,511011208013,farmland,2440
706,1294,511011208010,forest,2419
707,1295,511011206005,farmland,2109
708,1296,511011208005,farmland,2373
709,1300,511011208012,farmland,2433
710,1301,511011208012,farmland,2433
711,1304,511011208013,farmland,2441
712,1306,511011206005,farmland,2111
713,1307,511011206005,farmland,2110
714,1308,511011208013,farmland,2441
715,1309,511011208013,farmland,2443
716,1310,511011211009,forest,2787
717,1313,511011208002,forest,2345
718,1314,511011208012,forest,2432
719,1315,511011206005,farmland,2111
720,1318,511011208010,farmland,2421
721,1319,511011208013,forest,2438
722,1320,511011206005,farmland,2106
723,1321,511011206005,forest,2106
724,1322,511011206005,forest,2105
725,1324,511011206005,farmland,2111
726,1325,511011208013,forest,2438
727,1326,511011206005,farmland,2109
728,1327,511011208010,farmland,2419
729,1330,511011208012,forest,2433
730,1333,511011208013,farmland,2442
731,1334,511011206005,farmland,2111
732,1335,511011208013,farmland,2443
733,1338,511011208010,forest,2419
734,1340,511011208012,forest,2433
735,1341,511011211009,forest,2781
736,1342,511011208005,forest,2375
737,1343,511011206005,farmland,2109
738,1344,511011208010,farmland,2420
739,1345,511011208005,forest,2374
740,1346,511011208013,farmland,-1
741,1347,511011206005,forest,2105
742,1348,511011208013,forest,2438
743,1349,511011206005,farmland,2111
744,1352,511011206005,farmland,2104
745,1355,511011208012,farmland,2434
746,1356,511011208013,farmland,2442
747,1357,511011211008,forest,2773
748,1358,511011208011,forest,2427
749,1360,511011208013,farmland,2438
750,1362,511011211008,forest,2777
751,1363,511011211008,farmland,2777
752,1365,511011208011,forest,2427
753,1368,511011208005,forest,2375
754,1372,511011208013,forest,2438
755,1375,511011208010,farmland,2419
756,1376,511011208013,forest,2438
757,1378,511011208011,farmland,2431
758,1379,511011208005,farmland,2372
759,1380,511011208012,forest,2434
760,1381,511011208013,farmland,2440
761,1382,511011208012,farmland,2432
762,1383,511011208013,forest,2439
763,1385,511011208005,forest,2375
764,1386,511011208011,farmland,2428
765,1387,511011208002,forest,-1
766,1388,511011208005,farmland,2374
767,1390,511011208012,forest,2435
768,1392,511011208011,forest,2427
769,1393,511011208002,farmland,2344
770,1394,511011208011,forest,2430
771,1395,511011208005,forest,2372
772,1396,511011208013,forest,2443
773,1397,511011208011,farmland,2430
774,1400,511011208010,forest,2420
775,1401,511011208005,farmland,2373
776,1402,511011211009,forest,2783
777,1403,511011208011,forest,2426
778,1407,511011211008,farmland,2777
779,1411,511011208010,farmland,2419
780,1412,511011211008,forest,2774
781,1416,511011208011,forest,2428
782,1419,511011206005,farmland,2104
783,1420,511011211009,forest,2782
784,1421,511011208012,forest,2435
785,1423,511011208013,forest,2439
786,1424,511011208011,forest,2429
787,1427,511011208011,farmland,2430
788,1428,511011208005,farmland,2374
789,1430,511011208013,forest,2439
790,1431,511011211008,farmland,2776
791,1434,511011208011,farmland,2427
792,1436,511011208011,farmland,2428
793,1437,511011206005,farmland,2106
794,1439,511011211008,farmland,2773
795,1441,511011208012,forest,2432
796,1444,511011208010,farmland,2419
797,1448,511011211009,forest,2787
798,1452,511011208012,forest,2432
799,1453,511011208010,farmland,2420
800,1456,511011208013,forest,2438
801,1459,511011211009,farmland,2782
802,1462,511011208011,farmland,2427
803,1464,511011208005,farmland,2372
804,1465,511011208010,farmland,2421
805,1467,511011208013,farmland,2443
806,1468,511011208013,farmland,2443
807,1469,511011211008,farmland,2777
808,1470,511011208002,forest,2346
809,1472,511011206005,forest,2109
810,1475,511011208011,forest,2428
811,1476,511011208011,forest,2430
812,1477,511011208010,farmland,2419
813,1478,511011211008,farmland,2774
814,1479,511011211008,farmland,2775
815,1486,511011206005,farmland,2111
816,1488,511011206005,farmland,2108
817,1489,511011208005,farmland,2373
818,1490,511011208013,forest,2443
819,1494,511011208005,forest,2375
820,1496,511011208010,farmland,2421
821,1498,511011206005,farmland,-1
822,1499,511011208013,forest,2440
823,1504,511011208010,forest,2420
824,1505,511011206005,farmland,2111
825,1508,511011208013,forest,2443
826,1510,511011211009,farmland,2781
827,1511,511011208013,forest,2443
828,1513,511011211008,farmland,2776
829,1514,511011208013,forest,2440
830,1516,511011208013,forest,2439
831,1517,511011206005,farmland,2110
832,1518,511011208002,forest,2347
833,1519,511011208002,forest,2347
834,1521,511011208013,farmland,2446
835,1522,511011208005,forest,2371
836,1523,511011208005,farmland,2371
837,1524,511011208005,farmland,2372
838,1527,511011208013,forest,2438
839,1528,511011208010,forest,2419
840,1530,511011208013,farmland,2441
841,1531,511011208002,forest,2345
842,1532,511011211008,farmland,2773
843,1533,511011206005,forest,2110
844,1534,511011206005,farmland,2105
845,1535,511011208013,farmland,2439
846,1536,511011211008,farmland,2773
847,1538,511011208002,forest,2347
848,1540,511011208002,forest,2347
849,1541,511011211008,farmland,2776
850,1545,511011208002,forest,2344
851,1546,511011211008,farmland,2773
852,1547,511011208013,forest,2438
853,1548,511011208005,forest,2375
854,1551,511011211009,farmland,2782
855,1553,511011208013,farmland,2438
856,1555,511011208013,forest,2441
857,1558,511011208013,farmland,2438
858,1561,511011206005,farmland,2105
859,1564,511011208013,forest,2439
860,1565,511011206005,farmland,2104
861,1567,511011208005,forest,2375
862,1571,511011208002,forest,2344
863,1572,511011206005,forest,2106
864,1573,511011208002,forest,2345
865,1576,511011206005,forest,2109
866,1577,511011208012,farmland,2432
867,1580,511011208013,forest,2438
868,1581,511011208010,farmland,2419
869,1582,511011208013,forest,2442
870,1589,511011208011,forest,2427
871,1592,511011208012,forest,2432
872,1595,511011208013,forest,2441
873,1597,511011208010,farmland,2421
874,1598,511011211008,farmland,2774
875,1599,511011208005,forest,2372
876,1600,511011208005,farmland,2373
877,1601,511011208012,forest,2433
878,1602,511011206005,forest,2110
879,1605,511011208013,forest,2439
