block_id,original_index
10,0
52,1
20,2
20,3
6,4
5,5
28,6
39,7
6,8
75,9
30,10
30,11
52,12
34,13
39,14
6,15
39,16
43,17
65,18
5,19
41,20
24,21
28,22
44,23
67,24
35,25
18,26
30,27
73,28
6,29
43,30
44,31
18,32
20,33
57,34
44,35
65,36
6,37
3,38
8,39
73,40
31,41
1,42
28,43
55,44
28,45
67,46
3,47
28,48
28,49
-1,50
3,51
3,52
39,53
10,54
28,55
28,56
1,57
44,58
18,59
34,60
28,61
30,62
34,63
10,64
39,65
20,66
43,67
6,68
34,69
44,70
55,71
52,72
41,73
44,74
18,75
31,76
67,77
28,78
44,79
39,80
67,81
30,82
26,83
65,84
18,85
65,86
67,87
28,88
71,89
8,90
3,91
68,92
26,93
24,94
3,95
73,96
5,97
5,98
8,99
8,100
41,101
52,102
35,103
8,104
3,105
10,106
72,107
35,108
73,109
3,110
3,111
2,112
3,113
5,114
5,115
31,116
76,117
71,118
68,119
39,120
5,121
26,122
24,123
73,124
68,125
24,126
3,127
18,128
41,129
-1,130
39,131
44,132
5,133
34,134
8,135
35,136
3,137
76,138
56,139
2,140
45,141
25,142
13,143
21,144
16,145
27,146
50,147
37,148
2,149
7,150
7,151
46,152
53,153
2,154
53,155
46,156
46,157
23,158
54,159
23,160
17,161
47,162
23,163
0,164
16,165
59,166
2,167
56,168
23,169
54,170
-1,171
36,172
48,173
36,174
23,175
4,176
65,177
21,178
21,179
33,180
17,181
23,182
23,183
23,184
13,185
13,186
12,187
61,188
42,189
47,190
36,191
36,192
60,193
27,194
25,195
12,196
36,197
69,198
16,199
77,200
7,201
21,202
27,203
-1,204
21,205
23,206
9,207
16,208
9,209
13,210
38,211
-1,212
9,213
42,214
32,215
59,216
38,217
12,218
0,219
2,220
2,221
25,222
25,223
42,224
16,225
42,226
13,227
7,228
16,229
2,230
59,231
77,232
33,233
25,234
23,235
7,236
59,237
33,238
9,239
2,240
7,241
23,242
25,243
38,244
27,245
12,246
21,247
23,248
9,249
42,250
59,251
27,252
38,253
13,254
23,255
49,256
9,257
13,258
25,259
16,260
23,261
13,262
2,263
11,264
9,265
27,266
-1,267
13,268
23,269
9,270
-1,271
38,272
16,273
45,274
9,275
9,276
49,277
38,278
2,279
25,280
58,281
29,282
32,283
64,284
58,285
63,286
17,287
0,288
40,289
58,290
66,291
42,292
11,293
15,294
32,295
11,296
4,297
14,298
25,299
11,300
11,301
0,302
4,303
32,304
6,305
61,306
74,307
20,308
36,309
64,310
32,311
58,312
-1,313
-1,314
51,315
13,316
75,317
0,318
4,319
32,320
36,321
9,322
23,323
58,324
4,325
4,326
75,327
-1,328
0,329
0,330
58,331
66,332
15,333
58,334
58,335
77,336
0,337
14,338
4,339
74,340
-1,341
17,342
7,343
48,344
4,345
4,346
36,347
66,348
62,349
32,350
7,351
14,352
20,353
58,354
25,355
0,356
62,357
65,358
65,359
67,360
36,361
66,362
-1,363
-1,364
37,365
53,366
53,367
65,368
65,369
63,370
65,371
27,372
37,373
71,374
64,375
34,376
3,377
-1,378
33,379
33,380
3,381
67,382
60,383
6,384
0,385
18,386
36,387
64,388
36,389
51,390
49,391
23,392
2,393
41,394
72,395
4,396
63,397
66,398
36,399
36,400
49,401
51,402
40,403
40,404
2,405
16,406
29,407
36,408
32,409
77,410
36,411
77,412
33,413
40,414
48,415
51,416
51,417
48,418
6,419
6,420
6,421
26,422
75,423
58,424
61,425
58,426
62,427
36,428
33,429
36,430
60,431
50,432
48,433
51,434
48,435
48,436
28,437
28,438
52,439
31,440
67,441
74,442
36,443
45,444
48,445
51,446
51,447
28,448
9,449
9,450
4,451
52,452
67,453
66,454
66,455
62,456
32,457
74,458
50,459
60,460
56,461
4,462
4,463
75,464
52,465
52,466
65,467
65,468
67,469
67,470
66,471
74,472
58,473
58,474
54,475
45,476
45,477
4,478
65,479
31,480
25,481
52,482
52,483
63,484
66,485
66,486
58,487
69,488
59,489
59,490
48,491
-1,492
42,493
42,494
52,495
43,496
36,497
77,498
77,499
59,500
45,501
45,502
48,503
46,504
46,505
48,506
62,507
62,508
69,509
69,510
69,511
69,512
67,513
67,514
67,515
62,516
36,517
58,518
62,519
62,520
47,521
-1,522
38,523
38,524
46,525
56,526
48,527
46,528
54,529
-1,530
62,531
36,532
33,533
33,534
54,535
42,536
59,537
50,538
50,539
46,540
46,541
46,542
62,543
62,544
52,545
52,546
58,547
32,548
38,549
42,550
38,551
53,552
37,553
53,554
35,555
41,556
-1,557
75,558
32,559
33,560
45,561
-1,562
42,563
42,564
42,565
46,566
36,567
36,568
-1,569
43,570
45,571
60,572
60,573
-1,574
42,575
72,576
56,577
-1,578
67,579
75,580
38,581
36,582
49,583
42,584
40,585
48,586
25,587
48,588
39,589
56,590
70,591
70,592
70,593
-1,594
66,595
74,596
75,597
36,598
36,599
33,600
36,601
49,602
48,603
48,604
31,605
57,606
73,607
-1,608
27,609
5,610
5,611
5,612
5,613
60,614
21,615
21,616
25,617
13,618
51,619
8,620
31,621
49,622
48,623
53,624
10,625
56,626
53,627
53,628
48,629
62,630
66,631
56,632
51,633
25,634
43,635
57,636
6,637
11,638
30,639
11,640
57,641
6,642
9,643
25,644
48,645
3,646
51,647
34,648
52,649
8,650
71,651
71,652
3,653
8,654
35,655
8,656
8,657
72,658
18,659
18,660
44,661
44,662
35,663
3,664
41,665
19,666
19,667
41,668
41,669
19,670
19,671
68,672
8,673
28,674
41,675
3,676
3,677
71,678
71,679
24,680
35,681
3,682
3,683
35,684
8,685
26,686
5,687
22,688
8,689
26,690
3,691
3,692
71,693
76,694
68,695
19,696
22,697
19,698
39,699
18,700
3,701
35,702
3,703
73,704
8,705
44,706
3,707
68,708
44,709
34,710
71,711
73,712
19,713
19,714
68,715
18,716
76,717
44,718
73,719
19,720
73,721
72,722
8,723
34,724
41,725
3,726
3,727
71,728
76,729
73,730
22,731
3,732
71,733
3,734
41,735
41,736
68,737
18,738
41,739
41,740
8,741
19,742
68,743
22,744
8,745
34,746
8,747
52,748
8,749
71,750
8,751
8,752
18,753
68,754
44,755
28,756
71,757
71,758
8,759
68,760
35,761
68,762
44,763
8,764
5,765
41,766
41,767
24,768
35,769
35,770
28,771
3,772
19,773
73,774
52,775
68,776
22,777
19,778
35,779
68,780
22,781
4,782
44,783
52,784
35,785
31,786
15,787
1,788
6,789
65,790
6,791
55,792
20,793
57,794
34,795
34,796
24,797
28,798
39,799
72,800
31,801
15,802
63,803
31,804
57,805
43,806
63,807
4,808
34,809
10,810
1,811
6,812
1,813
31,814
43,815
39,816
6,817
15,818
57,819
57,820
6,821
20,822
44,823
26,824
52,825
26,826
10,827
6,828
28,829
31,830
1,831
39,832
55,833
1,834
55,835
31,836
31,837
31,838
20,839
10,840
26,841
34,842
34,843
18,844
18,845
72,846
72,847
55,848
1,849
6,850
1,851
1,852
39,853
39,854
1,855
43,856
15,857
34,858
18,859
18,860
43,861
20,862
31,863
26,864
26,865
39,866
10,867
26,868
-1,869
43,870
1,871
72,872
43,873
1,874
39,875
43,876
39,877
1,878
39,879
57,880
15,881
15,882
15,883
5,884
35,885
18,886
5,887
39,888
39,889
43,890
39,891
43,892
30,893
55,894
39,895
55,896
55,897
31,898
4,899
57,900
26,901
52,902
28,903
1,904
1,905
39,906
63,907
31,908
4,909
20,910
20,911
10,912
52,913
35,914
18,915
34,916
72,917
18,918
34,919
39,920
1,921
15,922
43,923
43,924
6,925
43,926
31,927
6,928
6,929
15,930
24,931
10,932
18,933
5,934
10,935
34,936
39,937
1,938
43,939
63,940
6,941
34,942
20,943
55,944
30,945
39,946
4,947
4,948
15,949
10,950
68,951
44,952
39,953
43,954
24,955
28,956
39,957
67,958
15,959
18,960
15,961
4,962
20,963
20,964
63,965
63,966
44,967
10,968
44,969
10,970
10,971
44,972
31,973
72,974
1,975
72,976
34,977
65,978
67,979
39,980
39,981
6,982
63,983
63,984
6,985
57,986
15,987
20,988
4,989
10,990
35,991
35,992
24,993
10,994
5,995
39,996
1,997
34,998
39,999
43,1000
34,1001
34,1002
31,1003
1,1004
39,1005
4,1006
6,1007
57,1008
1,1009
20,1010
6,1011
31,1012
44,1013
35,1014
10,1015
52,1016
10,1017
39,1018
55,1019
43,1020
34,1021
65,1022
30,1023
15,1024
39,1025
20,1026
15,1027
43,1028
4,1029
34,1030
1,1031
1,1032
1,1033
34,1034
20,1035
31,1036
30,1037
43,1038
31,1039
57,1040
55,1041
20,1042
68,1043
10,1044
30,1045
57,1046
18,1047
1,1048
6,1049
31,1050
65,1051
63,1052
63,1053
31,1054
31,1055
57,1056
57,1057
63,1058
45,1059
60,1060
50,1061
12,1062
38,1063
14,1064
14,1065
29,1066
14,1067
70,1068
29,1069
62,1070
0,1071
32,1072
12,1073
12,1074
4,1075
61,1076
29,1077
66,1078
14,1079
0,1080
58,1081
70,1082
69,1083
69,1084
45,1085
33,1086
12,1087
32,1088
61,1089
61,1090
32,1091
0,1092
70,1093
0,1094
32,1095
0,1096
32,1097
62,1098
70,1099
33,1100
36,1101
58,1102
69,1103
69,1104
29,1105
29,1106
29,1107
14,1108
62,1109
17,1110
32,1111
33,1112
70,1113
-1,1114
69,1115
70,1116
12,1117
20,1118
29,1119
0,1120
17,1121
62,1122
12,1123
36,1124
50,1125
32,1126
33,1127
17,1128
12,1129
43,1130
0,1131
14,1132
0,1133
0,1134
70,1135
58,1136
17,1137
60,1138
36,1139
50,1140
54,1141
32,1142
4,1143
61,1144
62,1145
32,1146
64,1147
12,1148
12,1149
61,1150
20,1151
4,1152
57,1153
66,1154
0,1155
14,1156
62,1157
0,1158
70,1159
32,1160
70,1161
62,1162
69,1163
66,1164
74,1165
6,1166
20,1167
20,1168
0,1169
17,1170
66,1171
63,1172
58,1173
62,1174
62,1175
33,1176
70,1177
69,1178
69,1179
60,1180
60,1181
32,1182
62,1183
62,1184
74,1185
64,1186
29,1187
12,1188
14,1189
58,1190
58,1191
62,1192
0,1193
0,1194
32,1195
32,1196
12,1197
17,1198
45,1199
12,1200
12,1201
16,1202
66,1203
4,1204
20,1205
20,1206
29,1207
17,1208
32,1209
33,1210
32,1211
0,1212
60,1213
69,1214
12,1215
20,1216
58,1217
29,1218
33,1219
70,1220
64,1221
58,1222
69,1223
12,1224
66,1225
61,1226
75,1227
70,1228
62,1229
0,1230
17,1231
0,1232
12,1233
33,1234
45,1235
27,1236
12,1237
12,1238
57,1239
75,1240
58,1241
66,1242
14,1243
12,1244
12,1245
58,1246
32,1247
-1,1248
64,1249
36,1250
69,1251
20,1252
15,1253
14,1254
14,1255
4,1256
66,1257
74,1258
14,1259
17,1260
58,1261
32,1262
77,1263
50,1264
57,1265
0,1266
4,1267
61,1268
66,1269
29,1270
64,1271
64,1272
0,1273
70,1274
32,1275
70,1276
-1,1277
2,1278
49,1279
9,1280
9,1281
27,1282
27,1283
60,1284
38,1285
38,1286
38,1287
16,1288
38,1289
2,1290
7,1291
40,1292
40,1293
40,1294
7,1295
7,1296
9,1297
25,1298
60,1299
45,1300
47,1301
7,1302
7,1303
42,1304
42,1305
51,1306
40,1307
25,1308
60,1309
69,1310
21,1311
16,1312
38,1313
7,1314
16,1315
2,1316
2,1317
2,1318
49,1319
40,1320
-1,1321
45,1322
45,1323
21,1324
40,1325
47,1326
40,1327
7,1328
49,1329
45,1330
54,1331
7,1332
2,1333
38,1334
7,1335
40,1336
11,1337
7,1338
11,1339
11,1340
2,1341
2,1342
2,1343
12,1344
12,1345
60,1346
16,1347
45,1348
2,1349
2,1350
40,1351
40,1352
11,1353
2,1354
40,1355
23,1356
27,1357
50,1358
50,1359
16,1360
16,1361
45,1362
16,1363
42,1364
42,1365
38,1366
38,1367
40,1368
7,1369
40,1370
-1,1371
11,1372
7,1373
16,1374
21,1375
45,1376
54,1377
27,1378
11,1379
40,1380
40,1381
-1,1382
59,1383
7,1384
7,1385
45,1386
33,1387
54,1388
54,1389
45,1390
38,1391
40,1392
11,1393
7,1394
11,1395
40,1396
2,1397
2,1398
33,1399
50,1400
21,1401
47,1402
47,1403
45,1404
38,1405
27,1406
40,1407
42,1408
40,1409
2,1410
11,1411
25,1412
49,1413
48,1414
33,1415
47,1416
59,1417
27,1418
59,1419
38,1420
38,1421
7,1422
38,1423
40,1424
11,1425
7,1426
49,1427
7,1428
51,1429
11,1430
51,1431
11,1432
49,1433
12,1434
45,1435
60,1436
11,1437
59,1438
7,1439
16,1440
13,1441
42,1442
7,1443
11,1444
49,1445
12,1446
45,1447
50,1448
27,1449
47,1450
47,1451
27,1452
38,1453
2,1454
2,1455
11,1456
59,1457
40,1458
40,1459
49,1460
16,1461
59,1462
2,1463
42,1464
38,1465
7,1466
2,1467
49,1468
13,1469
60,1470
-1,1471
54,1472
45,1473
59,1474
13,1475
38,1476
38,1477
2,1478
51,1479
12,1480
21,1481
47,1482
59,1483
42,1484
42,1485
38,1486
59,1487
51,1488
56,1489
25,1490
48,1491
51,1492
51,1493
46,1494
37,1495
37,1496
37,1497
9,1498
51,1499
51,1500
