block_id,original_index
1,0
1,1
1,2
1,3
20,4
28,5
39,6
28,7
20,8
81,9
48,10
22,11
17,12
28,13
9,14
16,15
20,16
28,17
157,18
28,19
59,20
8,21
28,22
32,23
60,24
12,25
22,26
59,27
17,28
8,29
17,30
20,31
17,32
32,33
17,34
40,35
8,36
28,37
28,38
22,39
31,40
30,41
37,42
30,43
59,44
81,45
30,46
66,47
28,48
81,49
54,50
17,51
59,52
20,53
22,54
17,55
66,56
28,57
60,58
17,59
54,60
30,61
28,62
35,63
18,64
22,65
6,66
9,67
8,68
22,69
6,70
22,71
37,72
37,73
8,74
39,75
37,76
6,77
48,78
17,79
51,80
31,81
39,82
40,83
8,84
25,85
9,86
22,87
12,88
8,89
51,90
9,91
31,92
9,93
8,94
110,95
9,96
8,97
37,98
51,99
25,100
9,101
8,102
25,103
51,104
35,105
6,106
40,107
12,108
35,109
35,110
18,111
-1,112
48,113
18,114
58,115
25,116
37,117
25,118
37,119
55,120
9,121
25,122
9,123
2,124
9,125
37,126
58,127
39,128
8,129
128,130
8,131
44,132
4,133
113,134
25,135
18,136
18,137
105,138
4,139
37,140
37,141
6,142
13,143
4,144
37,145
4,146
4,147
68,148
70,149
31,150
122,151
1,152
2,153
0,154
19,155
70,156
105,157
37,158
128,159
9,160
9,161
115,162
6,163
149,164
51,165
68,166
2,167
8,168
4,169
69,170
37,171
35,172
131,173
51,174
51,175
37,176
2,177
0,178
113,179
9,180
37,181
44,182
0,183
37,184
18,185
25,186
25,187
9,188
0,189
11,190
113,191
9,192
4,193
0,194
44,195
25,196
25,197
4,198
13,199
2,200
141,201
34,202
105,203
5,204
43,205
7,206
141,207
47,208
42,209
156,210
135,211
69,212
99,213
49,214
27,215
26,216
145,217
65,218
99,219
10,220
7,221
99,222
156,223
36,224
77,225
101,226
134,227
42,228
7,229
46,230
150,231
113,232
122,233
147,234
19,235
43,236
134,237
21,238
115,239
115,240
47,241
7,242
113,243
72,244
113,245
69,246
41,247
139,248
42,249
41,250
156,251
47,252
105,253
105,254
122,255
101,256
47,257
156,258
26,259
7,260
141,261
113,262
61,263
96,264
134,265
70,266
77,267
21,268
43,269
65,270
113,271
19,272
36,273
156,274
156,275
26,276
42,277
72,278
105,279
113,280
131,281
86,282
43,283
141,284
19,285
150,286
83,287
120,288
105,289
156,290
102,291
10,292
42,293
83,294
113,295
131,296
113,297
113,298
134,299
122,300
26,301
21,302
156,303
156,304
34,305
34,306
36,307
36,308
19,309
19,310
47,311
36,312
113,313
122,314
149,315
10,316
10,317
34,318
42,319
5,320
15,321
29,322
34,323
15,324
63,325
15,326
126,327
126,328
150,329
52,330
29,331
34,332
34,333
83,334
15,335
27,336
150,337
5,338
139,339
27,340
115,341
20,342
141,343
59,344
150,345
150,346
29,347
105,348
126,349
79,350
53,351
141,352
59,353
29,354
150,355
34,356
115,357
27,358
80,359
29,360
150,361
27,362
29,363
69,364
115,365
52,366
19,367
150,368
126,369
49,370
27,371
21,372
15,373
79,374
126,375
131,376
150,377
49,378
52,379
59,380
150,381
34,382
36,383
126,384
147,385
46,386
34,387
120,388
49,389
49,390
36,391
139,392
-1,393
150,394
150,395
15,396
120,397
63,398
109,399
5,400
14,401
124,402
63,403
23,404
23,405
82,406
63,407
14,408
21,409
20,410
141,411
14,412
23,413
64,414
81,415
23,416
80,417
127,418
52,419
74,420
41,421
138,422
80,423
94,424
65,425
89,426
109,427
138,428
63,429
89,430
63,431
41,432
124,433
41,434
114,435
114,436
64,437
78,438
89,439
127,440
138,441
153,442
74,443
124,444
74,445
74,446
138,447
82,448
146,449
74,450
114,451
82,452
64,453
89,454
82,455
89,456
108,457
63,458
153,459
82,460
124,461
127,462
82,463
78,464
144,465
155,466
62,467
144,468
74,469
68,470
151,471
68,472
144,473
-1,474
68,475
100,476
82,477
82,478
65,479
153,480
114,481
84,482
62,483
62,484
84,485
125,486
84,487
77,488
77,489
84,490
127,491
93,492
114,493
65,494
127,495
127,496
127,497
91,498
62,499
65,500
65,501
62,502
91,503
62,504
68,505
61,506
155,507
155,508
65,509
62,510
77,511
82,512
153,513
78,514
93,515
68,516
87,517
127,518
68,519
68,520
82,521
153,522
65,523
68,524
151,525
91,526
91,527
91,528
108,529
107,530
87,531
93,532
93,533
106,534
106,535
80,536
5,537
91,538
91,539
100,540
142,541
87,542
104,543
104,544
80,545
80,546
5,547
135,548
125,549
104,550
104,551
104,552
104,553
144,554
144,555
142,556
142,557
80,558
101,559
142,560
143,561
144,562
144,563
142,564
77,565
143,566
143,567
87,568
78,569
107,570
104,571
104,572
108,573
125,574
87,575
125,576
87,577
125,578
87,579
125,580
87,581
108,582
140,583
125,584
87,585
140,586
64,587
108,588
64,589
64,590
64,591
64,592
64,593
64,594
64,595
129,596
64,597
146,598
64,599
64,600
129,601
129,602
94,603
129,604
129,605
80,606
64,607
64,608
64,609
64,610
64,611
146,612
94,613
64,614
64,615
155,616
94,617
146,618
104,619
146,620
146,621
155,622
78,623
23,624
91,625
91,626
87,627
125,628
146,629
146,630
143,631
78,632
93,633
5,634
5,635
79,636
11,637
22,638
8,639
5,640
11,641
79,642
16,643
16,644
19,645
19,646
11,647
11,648
16,649
19,650
5,651
16,652
54,653
54,654
54,655
41,656
19,657
16,658
16,659
19,660
19,661
47,662
19,663
14,664
19,665
122,666
50,667
19,668
19,669
77,670
77,671
19,672
19,673
135,674
135,675
50,676
19,677
14,678
14,679
19,680
19,681
33,682
23,683
33,684
33,685
33,686
5,687
19,688
91,689
56,690
14,691
5,692
33,693
23,694
11,695
56,696
33,697
11,698
11,699
11,700
79,701
22,702
33,703
5,704
23,705
5,706
79,707
51,708
33,709
23,710
93,711
93,712
61,713
91,714
93,715
151,716
93,717
151,718
93,719
93,720
151,721
93,722
120,723
120,724
79,725
93,726
79,727
148,728
148,729
69,730
96,731
151,732
78,733
148,734
72,735
148,736
101,737
86,738
86,739
72,740
69,741
86,742
86,743
96,744
145,745
78,746
72,747
101,748
78,749
72,750
96,751
77,752
86,753
69,754
69,755
72,756
86,757
135,758
77,759
61,760
155,761
86,762
69,763
72,764
72,765
135,766
135,767
77,768
96,769
86,770
91,771
91,772
91,773
91,774
91,775
91,776
135,777
91,778
77,779
61,780
91,781
93,782
93,783
93,784
93,785
18,786
8,787
8,788
21,789
18,790
150,791
150,792
113,793
107,794
146,795
10,796
48,797
24,798
10,799
10,800
91,801
22,802
42,803
7,804
46,805
148,806
84,807
31,808
22,809
23,810
10,811
43,812
47,813
148,814
101,815
62,816
31,817
30,818
17,819
23,820
5,821
43,822
11,823
29,824
83,825
96,826
101,827
143,828
31,829
20,830
7,831
134,832
78,833
142,834
12,835
8,836
8,837
16,838
16,839
23,840
33,841
78,842
84,843
12,844
8,845
50,846
10,847
42,848
26,849
34,850
134,851
78,852
9,853
9,854
20,855
54,856
23,857
33,858
23,859
26,860
53,861
49,862
7,863
42,864
27,865
8,866
32,867
51,868
20,869
20,870
42,871
26,872
128,873
100,874
78,875
40,876
51,877
20,878
20,879
33,880
53,881
10,882
42,883
11,884
29,885
79,886
27,887
27,888
134,889
62,890
155,891
128,892
8,893
38,894
33,895
10,896
10,897
42,898
7,899
122,900
93,901
78,902
100,903
107,904
87,905
2,906
60,907
14,908
23,909
42,910
42,911
34,912
128,913
84,914
107,915
16,916
22,917
33,918
23,919
156,920
113,921
113,922
128,923
84,924
14,925
41,926
49,927
72,928
62,929
78,930
60,931
60,932
23,933
7,934
156,935
49,936
34,937
-1,938
120,939
143,940
78,941
32,942
60,943
52,944
5,945
5,946
43,947
115,948
29,949
34,950
61,951
144,952
84,953
22,954
22,955
16,956
30,957
23,958
47,959
29,960
34,961
-1,962
128,963
128,964
68,965
91,966
129,967
-1,968
106,969
108,970
146,971
94,972
94,973
94,974
104,975
80,976
94,977
80,978
89,979
94,980
106,981
89,982
106,983
106,984
-1,985
106,986
63,987
129,988
0,989
139,990
139,991
13,992
14,993
38,994
1,995
35,996
2,997
2,998
37,999
1,1000
24,1001
39,1002
39,1003
24,1004
12,1005
24,1006
12,1007
24,1008
37,1009
3,1010
26,1011
5,1012
3,1013
3,1014
2,1015
4,1016
13,1017
0,1018
1,1019
3,1020
1,1021
1,1022
1,1023
1,1024
4,1025
13,1026
13,1027
0,1028
3,1029
3,1030
1,1031
0,1032
0,1033
1,1034
1,1035
1,1036
1,1037
3,1038
0,1039
0,1040
3,1041
44,1042
44,1043
3,1044
3,1045
13,1046
0,1047
0,1048
2,1049
3,1050
1,1051
1,1052
4,1053
1,1054
3,1055
1,1056
2,1057
0,1058
1,1059
1,1060
3,1061
3,1062
4,1063
3,1064
1,1065
1,1066
1,1067
1,1068
4,1069
1,1070
1,1071
0,1072
0,1073
0,1074
4,1075
1,1076
3,1077
1,1078
3,1079
3,1080
13,1081
1,1082
44,1083
13,1084
3,1085
12,1086
2,1087
6,1088
35,1089
55,1090
0,1091
6,1092
6,1093
35,1094
6,1095
13,1096
35,1097
6,1098
12,1099
0,1100
13,1101
2,1102
13,1103
35,1104
40,1105
13,1106
13,1107
44,1108
40,1109
55,1110
44,1111
0,1112
4,1113
6,1114
6,1115
35,1116
55,1117
55,1118
44,1119
4,1120
44,1121
44,1122
13,1123
13,1124
6,1125
35,1126
35,1127
2,1128
4,1129
2,1130
0,1131
13,1132
55,1133
81,1134
28,1135
2,1136
44,1137
-1,1138
6,1139
35,1140
40,1141
44,1142
13,1143
6,1144
35,1145
6,1146
0,1147
0,1148
40,1149
40,1150
44,1151
44,1152
6,1153
13,1154
6,1155
0,1156
2,1157
6,1158
24,1159
20,1160
40,1161
35,1162
13,1163
0,1164
6,1165
6,1166
9,1167
50,1168
13,1169
2,1170
44,1171
13,1172
6,1173
6,1174
32,1175
81,1176
44,1177
13,1178
4,1179
35,1180
0,1181
20,1182
55,1183
40,1184
40,1185
44,1186
2,1187
31,1188
39,1189
18,1190
9,1191
39,1192
37,1193
48,1194
12,1195
9,1196
31,1197
9,1198
31,1199
8,1200
9,1201
31,1202
18,1203
12,1204
39,1205
24,1206
-1,1207
40,1208
12,1209
12,1210
31,1211
37,1212
51,1213
9,1214
55,1215
48,1216
48,1217
39,1218
48,1219
9,1220
32,1221
55,1222
18,1223
39,1224
39,1225
48,1226
157,1227
8,1228
9,1229
25,1230
55,1231
157,1232
24,1233
24,1234
24,1235
8,1236
18,1237
24,1238
58,1239
9,1240
8,1241
32,1242
39,1243
12,1244
12,1245
12,1246
18,1247
24,1248
6,1249
12,1250
40,1251
12,1252
12,1253
157,1254
48,1255
12,1256
8,1257
32,1258
12,1259
12,1260
24,1261
12,1262
12,1263
39,1264
39,1265
51,1266
9,1267
24,1268
25,1269
31,1270
51,1271
18,1272
12,1273
39,1274
24,1275
8,1276
31,1277
31,1278
55,1279
39,1280
48,1281
12,1282
25,1283
32,1284
40,1285
24,1286
24,1287
39,1288
39,1289
24,1290
24,1291
12,1292
31,1293
31,1294
8,1295
58,1296
12,1297
48,1298
12,1299
48,1300
58,1301
24,1302
9,1303
9,1304
55,1305
39,1306
157,1307
58,1308
9,1309
-1,1310
31,1311
9,1312
25,1313
22,1314
60,1315
17,1316
28,1317
22,1318
16,1319
28,1320
60,1321
17,1322
17,1323
28,1324
30,1325
25,1326
17,1327
25,1328
32,1329
22,1330
22,1331
16,1332
30,1333
30,1334
16,1335
30,1336
31,1337
60,1338
30,1339
20,1340
9,1341
8,1342
17,1343
17,1344
17,1345
54,1346
30,1347
50,1348
25,1349
16,1350
17,1351
17,1352
22,1353
9,1354
9,1355
9,1356
17,1357
32,1358
25,1359
9,1360
17,1361
17,1362
32,1363
32,1364
32,1365
22,1366
17,1367
60,1368
17,1369
16,1370
51,1371
22,1372
9,1373
17,1374
9,1375
60,1376
30,1377
16,1378
16,1379
54,1380
30,1381
54,1382
32,1383
17,1384
9,1385
22,1386
20,1387
54,1388
32,1389
60,1390
22,1391
22,1392
17,1393
17,1394
60,1395
20,1396
51,1397
32,1398
22,1399
17,1400
81,1401
54,1402
81,1403
8,1404
17,1405
17,1406
30,1407
50,1408
50,1409
17,1410
22,1411
32,1412
30,1413
28,1414
50,1415
33,1416
50,1417
50,1418
38,1419
59,1420
38,1421
56,1422
50,1423
50,1424
38,1425
38,1426
14,1427
38,1428
56,1429
14,1430
139,1431
50,1432
52,1433
20,1434
59,1435
52,1436
38,1437
81,1438
14,1439
139,1440
33,1441
33,1442
56,1443
56,1444
56,1445
50,1446
50,1447
52,1448
81,1449
33,1450
14,1451
38,1452
54,1453
20,1454
81,1455
14,1456
38,1457
52,1458
14,1459
56,1460
33,1461
56,1462
56,1463
5,1464
50,1465
81,1466
38,1467
81,1468
50,1469
50,1470
20,1471
23,1472
20,1473
50,1474
38,1475
38,1476
14,1477
139,1478
56,1479
50,1480
52,1481
59,1482
38,1483
81,1484
52,1485
38,1486
14,1487
139,1488
56,1489
81,1490
38,1491
14,1492
81,1493
14,1494
81,1495
52,1496
139,1497
139,1498
56,1499
56,1500
56,1501
56,1502
5,1503
139,1504
50,1505
81,1506
52,1507
14,1508
139,1509
23,1510
23,1511
21,1512
56,1513
33,1514
33,1515
81,1516
38,1517
38,1518
50,1519
38,1520
14,1521
139,1522
139,1523
139,1524
81,1525
50,1526
38,1527
52,1528
14,1529
139,1530
139,1531
14,1532
56,1533
33,1534
56,1535
10,1536
20,1537
59,1538
14,1539
38,1540
139,1541
139,1542
38,1543
139,1544
23,1545
54,1546
50,1547
81,1548
139,1549
56,1550
139,1551
21,1552
5,1553
5,1554
10,1555
21,1556
29,1557
126,1558
120,1559
69,1560
26,1561
36,1562
5,1563
10,1564
15,1565
53,1566
144,1567
100,1568
5,1569
156,1570
21,1571
43,1572
26,1573
26,1574
10,1575
21,1576
43,1577
141,1578
21,1579
53,1580
85,1581
42,1582
15,1583
80,1584
156,1585
43,1586
23,1587
10,1588
141,1589
23,1590
5,1591
10,1592
10,1593
42,1594
42,1595
19,1596
15,1597
126,1598
10,1599
84,1600
26,1601
10,1602
21,1603
10,1604
42,1605
41,1606
7,1607
80,1608
21,1609
85,1610
41,1611
26,1612
42,1613
42,1614
5,1615
10,1616
21,1617
99,1618
41,1619
78,1620
107,1621
10,1622
21,1623
26,1624
5,1625
21,1626
53,1627
42,1628
19,1629
10,1630
84,1631
84,1632
63,1633
84,1634
156,1635
21,1636
42,1637
42,1638
26,1639
26,1640
46,1641
70,1642
41,1643
21,1644
21,1645
155,1646
125,1647
7,1648
36,1649
26,1650
21,1651
36,1652
53,1653
141,1654
72,1655
43,1656
109,1657
125,1658
42,1659
21,1660
26,1661
42,1662
49,1663
10,1664
96,1665
43,1666
99,1667
106,1668
140,1669
99,1670
42,1671
10,1672
141,1673
5,1674
7,1675
70,1676
53,1677
106,1678
141,1679
21,1680
26,1681
49,1682
7,1683
10,1684
141,1685
23,1686
26,1687
122,1688
85,1689
146,1690
43,1691
42,1692
43,1693
21,1694
26,1695
23,1696
10,1697
7,1698
43,1699
10,1700
80,1701
26,1702
7,1703
5,1704
99,1705
70,1706
104,1707
53,1708
42,1709
21,1710
19,1711
26,1712
5,1713
23,1714
21,1715
21,1716
26,1717
5,1718
156,1719
41,1720
26,1721
26,1722
26,1723
141,1724
141,1725
10,1726
53,1727
10,1728
36,1729
41,1730
86,1731
131,1732
53,1733
7,1734
47,1735
7,1736
36,1737
57,1738
79,1739
79,1740
147,1741
49,1742
7,1743
11,1744
36,1745
46,1746
15,1747
15,1748
15,1749
57,1750
27,1751
27,1752
147,1753
147,1754
120,1755
120,1756
36,1757
7,1758
99,1759
15,1760
15,1761
79,1762
79,1763
36,1764
57,1765
147,1766
27,1767
150,1768
47,1769
15,1770
99,1771
99,1772
7,1773
79,1774
57,1775
83,1776
120,1777
19,1778
49,1779
47,1780
7,1781
34,1782
148,1783
27,1784
79,1785
120,1786
131,1787
131,1788
99,1789
115,1790
99,1791
46,1792
115,1793
11,1794
126,1795
27,1796
79,1797
147,1798
79,1799
147,1800
27,1801
26,1802
115,1803
46,1804
115,1805
36,1806
11,1807
57,1808
79,1809
126,1810
45,1811
99,1812
19,1813
49,1814
7,1815
11,1816
34,1817
115,1818
131,1819
120,1820
49,1821
47,1822
47,1823
7,1824
99,1825
47,1826
15,1827
49,1828
11,1829
11,1830
57,1831
57,1832
15,1833
147,1834
131,1835
147,1836
83,1837
83,1838
15,1839
115,1840
57,1841
11,1842
86,1843
86,1844
83,1845
131,1846
47,1847
7,1848
99,1849
36,1850
57,1851
126,1852
15,1853
11,1854
147,1855
27,1856
120,1857
7,1858
7,1859
49,1860
47,1861
47,1862
47,1863
7,1864
46,1865
-1,1866
126,1867
126,1868
147,1869
27,1870
11,1871
147,1872
147,1873
147,1874
67,1875
120,1876
42,1877
42,1878
47,1879
47,1880
36,1881
57,1882
57,1883
57,1884
67,1885
11,1886
11,1887
126,1888
27,1889
147,1890
67,1891
79,1892
147,1893
131,1894
27,1895
45,1896
42,1897
47,1898
99,1899
57,1900
126,1901
57,1902
126,1903
57,1904
79,1905
67,1906
27,1907
120,1908
45,1909
27,1910
27,1911
26,1912
15,1913
7,1914
7,1915
11,1916
115,1917
11,1918
11,1919
99,1920
15,1921
15,1922
79,1923
27,1924
27,1925
27,1926
11,1927
150,1928
19,1929
115,1930
7,1931
36,1932
15,1933
11,1934
27,1935
34,1936
79,1937
77,1938
77,1939
69,1940
69,1941
69,1942
86,1943
96,1944
122,1945
128,1946
101,1947
128,1948
145,1949
96,1950
101,1951
61,1952
61,1953
122,1954
128,1955
77,1956
77,1957
70,1958
61,1959
86,1960
131,1961
72,1962
105,1963
69,1964
86,1965
86,1966
72,1967
72,1968
96,1969
70,1970
70,1971
96,1972
122,1973
61,1974
101,1975
61,1976
77,1977
145,1978
72,1979
72,1980
86,1981
86,1982
72,1983
72,1984
134,1985
128,1986
72,1987
69,1988
72,1989
122,1990
77,1991
122,1992
70,1993
145,1994
122,1995
61,1996
68,1997
131,1998
83,1999
83,2000
72,2001
86,2002
113,2003
70,2004
122,2005
70,2006
128,2007
128,2008
70,2009
70,2010
70,2011
61,2012
122,2013
101,2014
70,2015
61,2016
69,2017
69,2018
148,2019
148,2020
113,2021
45,2022
131,2023
69,2024
86,2025
69,2026
72,2027
113,2028
86,2029
122,2030
145,2031
70,2032
68,2033
128,2034
70,2035
131,2036
72,2037
69,2038
69,2039
72,2040
72,2041
145,2042
113,2043
61,2044
135,2045
70,2046
96,2047
70,2048
70,2049
145,2050
61,2051
77,2052
69,2053
120,2054
83,2055
69,2056
69,2057
69,2058
70,2059
105,2060
83,2061
86,2062
86,2063
113,2064
96,2065
145,2066
122,2067
70,2068
61,2069
149,2070
61,2071
83,2072
83,2073
83,2074
83,2075
131,2076
70,2077
69,2078
69,2079
83,2080
72,2081
83,2082
101,2083
101,2084
86,2085
70,2086
101,2087
101,2088
128,2089
77,2090
61,2091
72,2092
72,2093
72,2094
86,2095
122,2096
122,2097
70,2098
70,2099
70,2100
61,2101
69,2102
105,2103
113,2104
69,2105
86,2106
113,2107
86,2108
69,2109
83,2110
72,2111
69,2112
70,2113
145,2114
62,2115
83,2116
83,2117
148,2118
86,2119
105,2120
86,2121
72,2122
72,2123
70,2124
61,2125
122,2126
101,2127
70,2128
145,2129
128,2130
91,2131
61,2132
83,2133
69,2134
69,2135
86,2136
72,2137
101,2138
122,2139
128,2140
61,2141
61,2142
65,2143
68,2144
145,2145
145,2146
72,2147
72,2148
72,2149
72,2150
70,2151
96,2152
86,2153
83,2154
145,2155
61,2156
70,2157
128,2158
128,2159
77,2160
68,2161
68,2162
69,2163
72,2164
86,2165
72,2166
86,2167
72,2168
69,2169
72,2170
86,2171
72,2172
145,2173
61,2174
61,2175
61,2176
145,2177
122,2178
134,2179
68,2180
77,2181
69,2182
148,2183
105,2184
72,2185
86,2186
86,2187
86,2188
96,2189
96,2190
72,2191
101,2192
105,2193
113,2194
128,2195
91,2196
68,2197
61,2198
68,2199
83,2200
83,2201
83,2202
69,2203
86,2204
72,2205
86,2206
134,2207
83,2208
83,2209
122,2210
128,2211
101,2212
61,2213
70,2214
108,2215
124,2216
87,2217
68,2218
91,2219
65,2220
93,2221
93,2222
78,2223
107,2224
107,2225
84,2226
84,2227
155,2228
74,2229
74,2230
109,2231
65,2232
65,2233
144,2234
100,2235
144,2236
100,2237
143,2238
109,2239
84,2240
84,2241
84,2242
125,2243
84,2244
87,2245
140,2246
127,2247
140,2248
109,2249
61,2250
61,2251
68,2252
62,2253
93,2254
100,2255
84,2256
78,2257
142,2258
142,2259
125,2260
125,2261
64,2262
68,2263
68,2264
65,2265
65,2266
65,2267
78,2268
143,2269
142,2270
107,2271
144,2272
87,2273
107,2274
125,2275
127,2276
108,2277
107,2278
108,2279
108,2280
68,2281
135,2282
62,2283
62,2284
62,2285
91,2286
143,2287
100,2288
108,2289
87,2290
109,2291
109,2292
74,2293
74,2294
140,2295
77,2296
91,2297
77,2298
145,2299
61,2300
65,2301
78,2302
100,2303
100,2304
143,2305
143,2306
87,2307
84,2308
125,2309
74,2310
135,2311
61,2312
61,2313
61,2314
68,2315
62,2316
144,2317
91,2318
78,2319
100,2320
78,2321
143,2322
84,2323
84,2324
125,2325
109,2326
108,2327
127,2328
108,2329
140,2330
91,2331
61,2332
100,2333
100,2334
91,2335
78,2336
62,2337
144,2338
100,2339
87,2340
84,2341
125,2342
125,2343
125,2344
74,2345
107,2346
74,2347
140,2348
77,2349
65,2350
62,2351
93,2352
68,2353
62,2354
142,2355
127,2356
84,2357
155,2358
125,2359
84,2360
108,2361
87,2362
78,2363
100,2364
91,2365
143,2366
107,2367
107,2368
107,2369
125,2370
107,2371
74,2372
140,2373
151,2374
61,2375
100,2376
151,2377
93,2378
143,2379
155,2380
84,2381
155,2382
140,2383
124,2384
74,2385
61,2386
145,2387
65,2388
65,2389
77,2390
62,2391
91,2392
93,2393
144,2394
62,2395
143,2396
84,2397
143,2398
142,2399
127,2400
127,2401
87,2402
125,2403
108,2404
87,2405
74,2406
61,2407
93,2408
65,2409
65,2410
144,2411
91,2412
62,2413
87,2414
155,2415
108,2416
74,2417
107,2418
93,2419
100,2420
100,2421
142,2422
142,2423
87,2424
84,2425
107,2426
107,2427
87,2428
135,2429
61,2430
78,2431
143,2432
143,2433
142,2434
143,2435
84,2436
78,2437
84,2438
84,2439
87,2440
74,2441
109,2442
77,2443
100,2444
100,2445
62,2446
62,2447
142,2448
144,2449
107,2450
127,2451
125,2452
